text,label,text_minimal,text_no_punctuation,text_stopwords,text_stemming
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,"the company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",the company said that paper demand increased in all of its main markets including of publication papers and that it increased average paper prices by 4 percent compared with last year,company said paper demand increased main markets including publication papers increased average paper prices 4 percent compared year,compani said paper demand increas main market includ public paper increas averag paper price 4 percent compar year
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive,"the world 's second largest stainless steel maker said net profit in the three-month period until dec. 31 surged to euro603 million us$ 781 million , or euro3 .33 us$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",the world s second largest stainless steel maker said net profit in the three month period until dec 31 surged to euro603 million us 781 million or euro3 33 us 4 31 per share from euro172 million or euro0 94 per share the previous year,world s second largest stainless steel maker said net profit month period dec 31 surged euro603 million 781 million euro3 33 4 31 share euro172 million euro0 94 share previous year,world s second largest stainless steel maker said net profit month period dec 31 surg euro603 million 781 million euro3 33 4 31 share euro172 million euro0 94 share previou year
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",positive,"within the framework of the partnership , nokia siemens networks has signed an initial framework purchase agreement with sitronics subsidiary , jsc mikron , which is the largest manufacturer and exporter of microelectronic components in russia .",within the framework of the partnership nokia siemens networks has signed an initial framework purchase agreement with sitronics subsidiary jsc mikron which is the largest manufacturer and exporter of microelectronic components in russia,framework partnership nokia siemens networks signed initial framework purchase agreement sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic components russia,framework partnership nokia siemen network sign initi framework purchas agreement sitron subsidiari jsc mikron largest manufactur export microelectron compon russia
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",positive,"seppala 's revenue increased by 0.2 % to eur10 .1 m. in finland , revenue went down by 2.4 % to eur6 .8 m , while sales abroad rose by 6.2 % to eur3 .3 m. sales increased in all the baltic countries as well as in russia and ukraine .",seppala s revenue increased by 0 2 to eur10 1 m in finland revenue went down by 2 4 to eur6 8 m while sales abroad rose by 6 2 to eur3 3 m sales increased in all the baltic countries as well as in russia and ukraine,seppala s revenue increased 0 2 eur10 1 m finland revenue went down 2 4 eur6 8 m sales abroad rose 6 2 eur3 3 m sales increased baltic countries russia ukraine,seppala s revenu increas 0 2 eur10 1 m finland revenu went down 2 4 eur6 8 m sale abroad rose 6 2 eur3 3 m sale increas baltic countri russia ukrain
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,"shares of standard chartered ( stan ) rose 1.2 % in the ftse 100 , while royal bank of scotland ( rbs ) shares rose 2 % and barclays shares ( barc ) ( bcs ) were up 1.7 % .",shares of standard chartered stan rose 1 2 in the ftse 100 while royal bank of scotland rbs shares rose 2 and barclays shares barc bcs were up 1 7,shares standard chartered stan rose 1 2 ftse 100 royal bank scotland rbs shares rose 2 barclays shares barc bcs up 1 7,share standard charter stan rose 1 2 ftse 100 royal bank scotland rb share rose 2 barclay share barc bc up 1 7
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive,shares of nokia corp. rose thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,shares of nokia corp rose thursday after the cell phone maker said its third quarter earnings almost doubled and its share of the global handset market increased,shares nokia corp rose thursday cell phone maker said quarter earnings doubled share global handset market increased,share nokia corp rose thursday cell phone maker said quarter earn doubl share global handset market increas
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive,"in its financial report , published on friday , seb said its net profit soared to sek6 .745 bn in 2010 from a year-earlier sek1 .114 bn and proposed a 50 % dividend increase to sek1 .50 per share .",in its financial report published on friday seb said its net profit soared to sek6 745 bn in 2010 from a year earlier sek1 114 bn and proposed a 50 dividend increase to sek1 50 per share,financial report published friday seb said net profit soared sek6 745 bn 2010 year earlier sek1 114 bn proposed 50 dividend increase sek1 50 share,financi report publish friday seb said net profit soar sek6 745 bn 2010 year earlier sek1 114 bn propos 50 dividend increas sek1 50 share
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,positive,sales for the department store division increased by 15 % and sales for the clothing store subsidiary seppala increased by 8 % meanwhile sales for hobby hall decreased by 12 % .,sales for the department store division increased by 15 and sales for the clothing store subsidiary seppala increased by 8 meanwhile sales for hobby hall decreased by 12,sales department store division increased 15 sales clothing store subsidiary seppala increased 8 sales hobby hall decreased 12,sale depart store divis increas 15 sale cloth store subsidiari seppala increas 8 sale hobbi hall decreas 12
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,"at the request of finnish media company alma media 's newspapers , research manager jari kaivo-oja at the finland futures research centre at the turku school of economics has drawn up a future scenario for finland 's national economy by using a model developed by the university of denver .",at the request of finnish media company alma media s newspapers research manager jari kaivo oja at the finland futures research centre at the turku school of economics has drawn up a future scenario for finland s national economy by using a model developed by the university of denver,request finnish media company alma media s newspapers research manager jari kaivo oja finland futures research centre turku school economics drawn up future scenario finland s national economy using model developed university denver,request finnish media compani alma media s newspap research manag jari kaivo oja finland futur research centr turku school econom drawn up futur scenario finland s nation economi use model develop univers denver
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",neutral,"in sweden , gallerix accumulated sek denominated sales were down 1 % and eur denominated sales were up 11 % .",in sweden gallerix accumulated sek denominated sales were down 1 and eur denominated sales were up 11,sweden gallerix accumulated sek denominated sales down 1 eur denominated sales up 11,sweden gallerix accumul sek denomin sale down 1 eur denomin sale up 11
